file_name,intervention,cycle,F_preload_start_N,M_peak_Nm,F_peak_N,F_eng_N,th_ramp@2.0,th_eng@2.0,th_ramp@3.0,th_eng@3.0,th_ramp@4.0,th_eng@4.0,th_ramp@5.0,th_eng@5.0
2 - Intact Holding Longer,Intact Holding,1,3.0941044499996475,7.371218072455019,53.030345845000134,12.0,0.11850045837067494,-0.042491478942109445,0.274022648618243,0.11303071130545861,0.2803490548346485,0.11935711752186409,0.43409817252827443,0.27310623521549005
2 - Intact Holding Longer,Intact Holding,2,3.502215282332818,7.233157376214064,52.037103426000456,12.0,0.43308385674793437,0.041757732261970826,0.30602779922984225,-0.0852983252561213,0.2894863057467338,-0.10183981873922979,0.5753559226941529,0.18402979820818932
2 - Intact Holding Longer,Intact Holding,3,1.1255750046671706,7.339977462120646,52.80559325266652,12.0,1.0233653356984072,0.003684100236855386,1.0413380299983046,0.02165679453675283,1.1581931585632783,0.13851192310172644,1.495681847219907,0.4760006117583552
2 - Intact Holding Longer,Intact Holding,4,2.4587416266656255,4.454377968805715,32.04588466766701,12.0,0.3233694993012018,-0.02081352439877098,1.1402570735692203,0.7960740498692477,1.2297370750866028,0.8855540513866302,,
2 - Intact Holding Longer,Intact Holding,5,1.5369377100003803,3.9159731037079646,28.172468371999745,12.0,0.40091053017241574,0.0872504632645077,1.4732043250893458,1.159544258181438,,,,
2 - Intact Holding Longer,Intact Holding,6,4.257678562000294,3.61435535164669,26.002556486666833,12.0,0.2533366351494488,-0.23008744903740802,1.344823654793423,0.861399570606566,,,,
2 - Intact Holding Longer,Intact Holding,7,1.9039737826658178,5.825018405479691,41.90660723366684,12.0,2.019165038864103,0.018095468805128558,2.0587578577481036,0.05768828768912912,2.1289195074465015,0.12784993738752662,2.5266223854857066,0.5255528154267316
2 - Intact Holding Longer,Intact Holding,8,4.457709648665872,6.549635374745004,47.119678955000026,12.0,-0.11008573090912845,0.10621907025170656,-0.043544537397779644,0.17276026376305537,0.3137548961359551,0.53005969729679,0.870495509955599,1.086800311116434
2 - Intact Holding Longer,Intact Holding,9,6.34575,5.900259045663337,42.44790680333336,12.0,1.7857765814250137,-0.19245051517507417,2.194695952306472,0.21646885570638402,2.3739589065280495,0.3957318099279617,3.4874233146056923,1.5091962180056042
3 - PUBF Left,PUBF Left,1,1.38658004000018,4.757286225778992,34.225080760999944,12.0,1.0594798211627372,0.040673427852967986,2.374817018066427,1.356010624756658,2.672391285100281,1.6535848917905114,,
3 - PUBF Left,PUBF Left,2,-0.2942507600005595,4.853708252433844,34.91876440599888,12.0,0.12227987409592549,0.023322208924091245,0.5779865840128247,0.47902891884099047,0.9653244902283363,0.8663668250565021,,
3 - PUBF Left,PUBF Left,3,2.1671335440003205,5.005791325248219,36.012887232001574,12.0,0.6270681826869566,0.001007277356309561,1.014035376227918,0.3879744708972709,1.3433524238123475,0.7172915184817006,1.5035435288917887,0.8774826235611418
3 - PUBF Left,PUBF Left,4,5.061159040000007,4.243960769929993,30.53209186999995,12.0,0.5380444678367082,-0.16641918467359326,1.2814445913168913,0.5769809388065897,1.7062605885727975,1.0017969360624959,,
3 - PUBF Left,PUBF Left,5,-0.6973577470001293,3.1872601782600056,22.92992934000004,12.0,0.5561077051818007,0.07912854944949252,1.3506265972801639,0.8736474415478555,,,,
3 - PUBF Left,PUBF Left,6,3.717054721000075,3.50067191,25.18469,12.0,0.8389111336508135,-0.29479266705278795,1.579035375686978,0.44533157498337667,,,,
3 - PUBF Left,PUBF Left,7,3.0494648550003567,4.604202780390012,33.12376101000009,12.0,0.521910581454148,-0.010063439149243049,0.6794178711729986,0.14744385056960754,1.1387652044190926,0.6067911838157014,,
3 - PUBF Left,PUBF Left,8,1.353767999998828,6.331174838657833,45.5480204219988,12.0,-0.027813339526790326,-0.007604819815377641,0.2415326861845465,0.26174120589595923,0.7311713441271579,0.7513798638385706,0.9524945506273651,0.9727030703387778
3 - PUBF Left,PUBF Left,9,0.8325647039998991,7.190421350972903,51.7296500069993,12.0,1.3538685820708671,0.008487624565686261,1.838894449682756,0.49351349217757523,2.168107459195687,0.8227265016905062,2.426966940475263,1.0815859829700822
4 - FUF Left,FUF Left,1,-1.1864713936660762,6.93905888095336,49.921286913333525,12.0,1.1275065381636251,0.193509073352775,1.5934476143654468,0.6594501495545968,1.8989339134661594,0.9649364486553093,2.2708295752999605,1.3368321104891105
4 - FUF Left,FUF Left,2,-0.017897449333244775,7.017206905509427,50.48350291733401,12.0,1.672482319172546,0.025186138765757118,2.011245902329983,0.36394972192319414,2.282003923420817,0.6347077430140281,2.7558874456220335,1.1085912652152448
4 - FUF Left,FUF Left,3,-3.0115976976669816,6.890203638140396,49.56981034633378,12.0,1.787704751851622,0.7987954372385442,2.3567230786883258,1.3678137640752481,2.5670984641396046,1.5781891495265268,2.893553372824748,1.9046440582116704
